初期値データ, 得意先コード１, 得意先コード２, 状態, 得意先名1, 得意先名2, 得意先名(フリガナ)1, 得意先名(フリガナ)2, 略称, 郵便番号１, 郵便番号２, 住所１, 住所２, 住所(フリガナ), 地区, TEL, FAX, 代表者氏名, ご担当者１, ご担当者２, ご担当者３, 窓口ご担当, キーマン, 営業時間(午前開始時間), 営業時間(午前開始時間), 営業時間(午前終了時間), 営業時間(午前終了時間), 営業時間(午後後開始時間), 営業時間(午後開始時間), 営業時間(午後終了時間), 営業時間(午後終了時間), 休日, 業種, 業態, 請求先コード１, 請求先コード２, 請求先名, 紹介口座先コード, 紹介口座先名, 契約担当１, 契約担当２, 回収条件, 与信限度,資本金, 取引区分, 締日, 集金日(月) , 集金日(日), 集金方法, 振込銀行, 振込名義, 口座名義, 契約年月日(年), 契約年月日(月), 契約年月日(日), 契約終了日(年), 契約終了日(月), 契約終了日(日), 契約期間, 契約更新日(年), 契約更新日(月), 契約更新日(日), 伝票発行, 納品書コメント, 請求書発行, 丸め, 消費税(課税単位), 消費税(端数区分), 設備情報等・その他, Email, URL, 代表者携帯, 直通TEL, 業態, 施設, 創業日(年), 創業日(月), 創業日(日), 取引履歴, 重要事項, お振込先口座名, 銀行/支店名, 口座番号, 巡回開始日(年), 巡回開始日(月), 巡回開始日(日), 納品書コメント(効果), 請求書送付(郵送), 経理会計窓口, 略称(フリガナ), 代表者役職, 振込銀行, 住所３, 親会社名, 親会社TEL, 親会社住所, 得意先名2, 得意先名2(フリガナ), ご担当者役職１, ご担当者役職２, ご担当者役職３, ご担当者備考, ご担当者備考, 請求書コメント, 得意先１伝票印字, 得意先２伝票印字, 親会社代表者氏名, 代行フラグ,伝票発行パターン,請求書発効パターン,担当支店,課税区分,請求先２コード１,請求先２コード２,請求先２名,口座ID ,紹介口座先CD2
,1761,,取引中,株式会社 バンザイサービス関西,,ﾊﾞﾝｻﾞｲｻｰﾋﾞｽｶﾝｻｲ,,ﾊﾞﾝｻﾞｲｻｰﾋﾞｽ関西    r,601,8205,京都市南区久世殿城町14番地            ,r,,京都市内,075-933-3661,,,,,,,,,,,,,,,,,その他,,1761,,,,,,,,,,掛売上,20日,翌月,15日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1762,,取引中,桐田機工 株式会社,,ｷﾘﾀｷｺｳ,,桐田機工㈱         s,607,8192,京都市山科区大宅御供田町193-4,s,,京都市内,075-501-5481,,,,,,,,,,,,,,,,,その他,,1762,,,,,,,,,,掛売上,20日,翌月,10日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1765,,取引中,カラオケステ－ジはなぶさ,,ｶﾗｵｹｽﾃ-ｼﾞﾊﾅﾌﾞｻ,,カラオケはなぶさ,616,8224,京都市右京区常盤窪町17,西垣ビル1Ｆ　　　　c,,京都市内,075-861-1588,,,,,,,,,,,,,,,,,その他,,1765,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1768,,取引中,有限会社 佐脇工業所,,ｻﾜｷｺｳｷﾞｮｳｼｮ,,佐脇工業所,601,8355,京都市南区吉祥院石原堂ノ後町18-1    ,c,,京都市内,075-681-4359,075-681-4867,,,,,,,,,,,,,,,,その他,,1768,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1772,,取引中,株式会社 三光電機製作所,,ｻﾝｺｳﾃﾞﾝｷｾｲｻｸｼｮ,,㈱三光電機製作所   s,601,8205,京都市南区久世殿城町35-5            ,s,,京都市内,075-931-3933,075-922-8641,杉井弘明,,,,,,,,,,,,,,,その他,,1772,,,,,,,,,,掛売上,末日,2ヶ月後,5日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1780,,取引中,高島運輸倉庫 株式会社,,ﾀｶｼﾏｳﾝﾕｿｳｺ,,高島運輸倉庫,600,8895,京都市下京区西七条東石ケ坪町41        ,c,,京都市内,075-312-0469,,,,,,,,,,,,,,,,,その他,,1780,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1785,,取引中,光華幼稚園,,ｺｳｶﾖｳﾁｴﾝ,,光華幼稚園,615,861,京都市右京区西京極野田町39番地        ,,,京都市内,075-312-1783,,,,,,,,,,,,,,,,,その他,,1785,,,,,,,,,,掛売上,末日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1786,,取引中,郷　朋子,,ｺﾞｳ ﾄﾓｺ,,郷　明子,610,111,城陽市富野北垣内43-7,c,,京都市外,0774-53-8865,,,,,,,,,,,,,,,,,その他,,1786,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1791,1,取引中,学校法人 京都光華女子学園（ﾌｨｯﾄﾈｽﾙｰﾑ）,,ｺｳｶｼﾞｮｼｶﾞｸｴﾝﾌｨｯﾄﾈｽﾙｰﾑｰ,,光華ﾌｨｯﾄﾈｽ,615,861,京都市右京区西京極野田町39番地        ,                                        ,,京都市内,0758-312-1783,,,,,,,,,,,,,,,,,その他,,1791,0,,,,,,,,                                        ,掛売上,末日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1791,2,取引中,学校法人 京都光華女子学園（光風館食堂）,,ｺｳｶJPｼｶﾞｸｴﾝｺｳﾌｳｶﾝｼｮｸﾄﾞｳ,,光華 光風館食堂,615,861,京都市右京区西京極野田町39番地        ,                                        ,,京都市内,075-312-1783,,,,,,,,,,,,,,,,,その他,,1791,0,,,,,,,,                                        ,掛売上,末日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1791,3,取引中,学校法人 京都光華女子学園（体育館）,,ｺｳｶｼﾞｮｼｶﾞｸｴﾝﾀｲｲｸｶﾝ,,光華 体育館,615,861,京都市右京区西京極野田町39番地       ,                                        ,,京都市内,075-312-1783,,,,,,,,,,,,,,,,,その他,,1791,0,,,,,,,,                                        ,掛売上,末日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1791,0,取引中,学校法人 京都光華女子学園 総務部,,ｺｳｶｼﾞｮｼｶﾞｸｴﾝｿｳﾑﾌﾞ,,光華(管理)本,615,861,京都市右京区西京極野田町39番地        ,,,京都市内,075-325-5210,075-322-0336,,,,,,,,,,,,,,,,その他,,1791,0,,,,,,,,,掛売上,末日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1792,,取引中,竹 虎 堂 株式会社,,ﾁｸｺﾄﾞｳ,,竹虎堂㈱,605,846,京都市東山区五条橋東3丁目406      ,c,,京都市内,075-561-2751,075-561-2561,,,,,,,,,,,,,,,,その他,,1792,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1793,,取引中,学校法人 京都光華女子学園 総務部,,ｺｳｶｼﾞｮｼｶﾞｸｴﾝｿｳﾑﾌﾞ,,光華女子総務,615,861,京都市右京区西京極野田町39番地        ,,,京都市内,075-325-5210,075-322-0336,,,,,,,,,,,,,,,,その他,,1793,,,,,,,,,,掛売上,末日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1806,0,取引中,社会福祉法人 和光会 ﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ梅林園,,ﾊﾞｲﾘﾝｴﾝ,,ﾃﾞｲｻｰﾋﾞｽ梅林園,610,113,京都府城陽市中芦原55番地              ,,,京都市外,0774-52-4500,0774-56-0045,,,,,,,,,,,,,,,,その他,,1806,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1806,1,取引中,社会福祉法人 和光会 ﾃﾞｲｻｰﾋﾞｽｾﾝﾀｰ梅林園,城陽市在宅介護支援ｾﾝﾀ-,ﾊﾞｲﾘﾝｴﾝ,,ﾃﾞｲｻｰﾋﾞｽ梅林園,610,113,京都府城陽市中芦原55番地              ,,,京都市外,0774-52-4500,0774-56-0045,,,,,,,,,,,,,,,,その他,,1806,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1809,,取引中,桃林幼稚園,,ﾄｳﾘﾝﾖｳﾁｴﾝ,,桃林幼稚園,603,8204,京都市北区紫竹高縄町43番地            ,c,,京都市内,075-492-4717,,,,,,,,,,,,,,,,,その他,,1809,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1816,,取引中,セブンティーン 株式会社,,ｾﾌﾞﾝﾃｨｰﾝ,,セブンティーン㈱,615,843,京都市右京区西京極河原町3-7          ,c,,京都市内,075-315-1144,,,,,,,,,,,,,,,,,その他,,1816,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1818,,取引中,西 向 寺,,ｻｲｺｳｼﾞ,,西向寺,603,8244,京都市北区紫野東蓮台野町15番地        ,c,,京都市内,075-491-0670,,,,,,,,,,,,,,,,,その他,,1818,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1824,,取引中,八日市物流倉庫 株式会社 林田倉庫,,ﾖｳｶｲﾁﾌﾞﾂﾘｭｳｿｳｺﾊﾔｼﾀﾞｿｳｺ,,八日市物流㈱林田倉庫,527,51,東近江市林田町2112-1,c,,京都市外,0748-25-2121,,,,,,,,,,,,,,,,,その他,,1824,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1825,,取引中,八日市物流倉庫 株式会社 五個荘物流ｾﾝﾀｰ,,ﾖｳｶｲﾁﾌﾞﾂﾘｭｳｿｳｺｺﾞｶﾉｼｮｳﾌﾞﾂﾘｭｳｾﾝﾀｰ,,八日市物流㈱ 五個荘,529,1422,東近江市五個荘小幡町524-9,c,,京都市外,0748-48-5110,0748-48-5210,,,,,,,,,,,,,,,,その他,,1825,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1830,,取引中,株式会社 ジェイライフ,,ｼﾞｪｲﾗｲﾌｶﾌﾞｼｷ,,㈱ジェイライフ     r,612,8393,京都市伏見区下鳥羽渡瀬町16番地の1    ,r,,京都市内,075-621-1741,,,,,,,,,,,,,,,,,その他,,1830,,,,,,,,,,掛売上,末日,翌月,10日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1840,0,取引中,株式会社 共栄ネット,,ｷｮｳｴｲﾈｯﾄ,,㈱共栄ネット,527,57,東近江市岡田町70-2                  ,,,京都市外,0748-23-1530,0748-23-4033,,,,,,,,,,,,,,,,その他,,1840,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1840,1,取引中,株式会社 共栄ネット,電算センター,ｷｮｳｴｲﾈｯﾄ,,㈱共栄ネット,527,57,東近江市岡田町70-2                  ,,,京都市外,0748-23-1530,0748-23-4033,,,,,,,,,,,,,,,,その他,,1840,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1840,2,取引中,株式会社 共栄ネット,,ｷｮｳｴｲﾈｯﾄ,,㈱共栄ネット,527,57,東近江市岡田町70-2                  ,,,京都市外,0748-23-1530,0748-23-4033,,,,,,,,,,,,,,,,その他,,1840,0,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1842,,取引中,有限会社 山田鉄工所,,ﾔﾏﾀﾞﾃｯｺｳｼｮ,,山田鉄工所,601,8213,京都市南区久世中久世町3丁目109      ,c,,京都市内,075-934-6331,,,,,,,,,,,,,,,,,その他,,1842,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1851,1,取引中,立命館大学生活協同組合,,ﾘﾂﾒｲｶﾝﾀﾞｲｶﾞｸｾｲｷｮｳ,,立命館大 生協,606,8106,京都市左京区高野玉岡町23-3          ,大学生協事業連合      ⑤,,京都市内,075-465-8280,,,,,,,,,,,,,,,,,その他,,1851,0,,,,,,,,,掛売上,末日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1853,,取引中,有限会社 さ わ だ,,ｻﾜﾀﾞ,,さわだ,601,1241,京都市左京区大原勝林院町1番地          ,,,京都市内,075-744-2677,,,,,,,,,,,,,,,,,その他,,1853,,,,,,,,,,掛売上,末日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1854,,取引中,ビューティサロン  ヴァン,,ｳﾞｧﾝ,,ﾋﾞｭｰﾃｨｻﾛﾝ ｳﾞｧﾝ,603,8374,京都市北区衣笠高橋町40番地            ,c,,京都市内,075-463-1978,,,,,,,,,,,,,,,,,その他,,1854,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1855,,取引中,株式会社 京都シールレーベル 十条工場,,ｷｮｳﾄｼｰﾙﾚｰﾍﾞﾙｼﾞｭｳｼﾞｮｳｺｼﾞｮｳ,,京都ｼｰﾙﾚｰﾍﾞﾙ十条,601,8107,京都市南区上鳥羽南唐戸町53番地の2    ,,,京都市内,075-661-3233,075-661-3148,,,,,,,,,,,,,,,,その他,,1855,,,,,,,,,,掛売上,末日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1857,,取引中,株式会社 豊工務店,,ﾕﾀｶｺｳﾑﾃﾝ,,㈱豊工務店,603,8325,京都市北区北野上白梅町70番地          ,c,,京都市内,075-462-0525,,,,,,,,,,,,,,,,,その他,,1857,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1859,,取引中,上野電機 株式会社,,ｳｴﾉﾃﾞﾝｷ,,上野電機㈱         s,615,8201,京都市西京区上桂今井町38番地          ,s,,京都市内,075-394-4951,,,,,,,,,,,,,,,,,その他,,1859,,,,,,,,,,掛売上,20日,翌月,15日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1862,,取引中,株式会社 精   研,,ｾｲｹﾝ,,㈱精研,601,8203,京都市南区久世築山町445-2          ,⑤,,京都市内,075-932-7070,075-932-7075,中江  修,,,,,,,,,,,,,,,その他,,1862,,,,,,,,,,掛売上,25日,翌月,25日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1867,,取引中,バケーション,,ﾊﾞｹｰｼｮﾝ,,バケーション,603,8146,京都市北区鞍馬口通寺町西入              ,新御霊口町285-150 1F         c,,京都市内,075-229-4944,075-229-4949,,,,,,,,,,,,,,,,その他,,1867,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1868,,取引中,喫茶 し お り,,ｼｵﾘ,,喫茶しおり,602,8155,京都市上京区千本通竹屋町上ﾙ            ,主悦町1166番地           c,,京都市内,075-841-6048,,,,,,,,,,,,,,,,,その他,,1868,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1870,,取引中,喜 楽 亭,,ｷﾗｸﾃｲ,,喜楽亭,600,8846,京都市下京区朱雀宝蔵町11番地          ,c,,京都市内,075-311-3476,075-311-0734,,,,,,,,,,,,,,,,その他,,1870,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1873,,取引中,カットスタジオⅤ,,ｶｯﾄｽﾀｼﾞｵﾌﾞｲ,,カットスタジオⅤ,617,835,長岡京市城の里23-4　　　　　　,c,,京都市外,075-954-6870,,,,,,,,,,,,,,,,,その他,,1873,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1874,,取引中,ゑ び や,,ｴﾋﾞﾔ,,ゑびや,600,8006,京都市下京区四条通柳馬場西入立売中之町  ,c,,京都市内,075-221-2553,,,,,,,,,,,,,,,,,その他,,1874,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1879,,取引中,マックス精密 株式会社,,ﾏｯｸｽｾｲﾐﾂ,,マックス精密㈱     s,612,8496,京都市伏見区久我西出町2番31号        ,s,,京都市内,075-932-4888,075-932-4886,,,,,,,,,,,,,,,,その他,,1879,,,,,,,,,,掛売上,末日,翌月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1884,,取引中,株式会社 トージツフーズ 栗東食品工場,,ﾄｰｼﾞﾂﾌｰﾂﾞﾘｯﾄｳｼｮｸﾋﾝｺｳｼﾞｮｳ,,㈱トージツフーズ,520,3023,栗東市坊袋229番地                    ,,,滋賀県,077-553-0010,077-552-1163,,,,,,,,,,,,,,,,その他,,1884,,,,,,,,,,掛売上,25日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1887,,取引中,中 井  勝 次,,ﾅｶｲｶﾂｼﾞ,,中井勝次,612,8497,京都市伏見区下鳥羽北円面田町40,c,,京都市内,075-602-4708,,,,,,,,,,,,,,,,,その他,,1887,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1888,,取引中,野 村 医 院,,ﾉﾑﾗｲｲﾝ,,野村医院,604,8832,京都市中京区壬生下溝町17-1          ,c,,京都市内,075-312-1811,,,,,,,,,,,,,,,,,その他,,1888,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1893,,取引中,野杉電器,,ﾉｽｷﾞﾃﾞﾝｷ,,野杉電器,529,1601,滋賀県蒲生郡日野町松尾1565          ,c,,滋賀県,07485-2-3196,,,,,,,,,,,,,,,,,その他,,1893,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1894,0,取引中,株式会社 京都科学,,ｷｮｳﾄｶｶﾞｸ,,㈱京都科学,612,8393,京都市伏見区下鳥羽渡瀬町35番地の1    ,,,京都市内,075-621-2225,,,,,,,,,,,,,,,,,その他,,1894,0,,,,,,,,,掛売上,15日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1894,1,取引中,株式会社 京都科学,教育機器Ａ棟,ｷｮｳﾄｶｶﾞｸ,,㈱京都科学,612,8393,京都市伏見区下鳥羽渡瀬町35番地の1    ,,,京都市内,075-621-2225,,,,,,,,,,,,,,,,,その他,,1894,0,,,,,,,,,掛売上,15日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1894,2,取引中,株式会社 京都科学,工芸部,ｷｮｳﾄｶｶﾞｸ,,㈱京都科学,612,8393,京都市伏見区下鳥羽渡瀬町35番地の1    ,,,京都市内,075-621-2225,,,,,,,,,,,,,,,,,その他,,1894,0,,,,,,,,,掛売上,15日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1894,3,取引中,株式会社 京都科学,教育機器Ｂ棟,ｷｮｳﾄｶｶﾞｸ,,㈱京都科学,612,8393,京都市伏見区下鳥羽渡瀬町35番地の1    ,,,京都市内,075-621-2225,,,,,,,,,,,,,,,,,その他,,1894,0,,,,,,,,,掛売上,15日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1894,4,取引中,株式会社 京都科学,物流管理課,ｷｮｳﾄｶｶﾞｸ,,㈱京都科学,612,8393,京都市伏見区下鳥羽渡瀬町35番地の1    ,,,京都市内,075-621-2225,,,,,,,,,,,,,,,,,その他,,1894,0,,,,,,,,,掛売上,15日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1894,5,取引中,株式会社 京都科学,新館Ａ棟,ｷｮｳﾄｶｶﾞｸ,,㈱京都科学,612,8393,京都市伏見区下鳥羽渡瀬町35番地の1    ,,,京都市内,075-621-2225,,,,,,,,,,,,,,,,,その他,,1894,0,,,,,,,,,掛売上,15日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1903,,取引中,有限会社 林電機工業所,本社,ﾊﾔｼﾃﾞﾝｷｺｳｷﾞｮｳｼｮ,,林電機工業所,601,8321,京都市南区吉祥院西定成町38-1        ,c,,京都市内,075-682-7800,,,,,,,,,,,,,,,,,その他,,1903,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,1926,,取引中,星野科学 株式会社,,ﾎｼﾉｶｶﾞｸ,,星野科学㈱,611,41,宇治市槙島町石橋10-7                ,c,,滋賀県,0774-22-6699,0774-20-4255,,,,,,,,,,,,,,,,その他,,1926,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
